"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol","chromosome_name","start_position","end_position","Gene.Start.MinusKB","Gene.end.PlusKB"
"ENSG00000187778","ENSG00000166986",0.520154724421549,0,"MARS1","MCRS1","12",57869228,57911352,57769228,58011352
"ENSG00000187778","ENSG00000178971",0.449240120210002,0,"CTC1","MCRS1","17",8130191,8151362,8030191,8251362
"ENSG00000196363","ENSG00000074276",0.422900285298096,0,"CDHR2","WDR5","5",175969512,176022975,175869512,176122975
"ENSG00000120071","ENSG00000177169",0.461484664916549,0,"ULK1","KANSL1","12",132379196,132407712,132279196,132507712
"ENSG00000196363","ENSG00000134262",0.461015141329198,0,"AP4B1","WDR5","1",114437370,114447823,114337370,114547823
"ENSG00000196363","ENSG00000206417",0.396000586685222,0,"H1-10-AS1","WDR5","3",129034235,129045068,128934235,129145068
"ENSG00000172534","ENSG00000142453",0.562265360253458,0,"CARM1","HCFC1","19",10982189,11033453,10882189,11133453
"ENSG00000120071","ENSG00000178498",0.520153691761394,0,"DTX3","KANSL1","12",57998405,58003587,57898405,58103587
"ENSG00000187778","ENSG00000141698",0.521926123952815,0,"NT5C3B","MCRS1","17",39981335,39992523,39881335,40092523
"ENSG00000196363","ENSG00000062282",0.481413845381064,0,"DGAT2","WDR5","11",75470557,75512579,75370557,75612579
"ENSG00000187778","ENSG00000165644",0.365146128430751,0,"COMTD1","MCRS1","10",76993727,76995788,76893727,77095788
"ENSG00000187778","ENSG00000141699",0.418219321120501,0,"RETREG3","MCRS1","17",40731531,40762641,40631531,40862641
"ENSG00000187778","ENSG00000178982",0.57239434612038,0,"EIF3K","MCRS1","19",39109735,39127595,39009735,39227595
"ENSG00000196363","ENSG00000148840",0.440432499557598,0,"PPRC1","WDR5","10",103892787,103910082,103792787,104010082
"ENSG00000147162","ENSG00000137171",0.377171891117038,0,"KLC4","OGT","6",43008515,43042837,42908515,43142837
"ENSG00000196363","ENSG00000148843",0.505454693131063,0,"PDCD11","WDR5","10",105156405,105206049,105056405,105306049
"ENSG00000172534","ENSG00000130479",0.445050184405715,0,"MAP1S","HCFC1","19",17830051,17845325,17730051,17945325
"ENSG00000103510","ENSG00000120029",0.402350335032528,0,"ARMH3","KAT8","10",103605356,103815950,103505356,103915950
"ENSG00000187778","ENSG00000178988",0.440328117155493,0,"MRFAP1L1","MCRS1","4",6709428,6711607,6609428,6811607
"ENSG00000147162","ENSG00000188735",0.352208154466827,0,"TMEM120B","OGT","12",122150658,122220907,122050658,122320907
"ENSG00000103510","ENSG00000160932",0.380771801230708,0,"LY6E","KAT8","8",144099399,144105249,143999399,144205249
"ENSG00000187778","ENSG00000178952",0.363921304963688,0,"TUFM","MCRS1","16",28853732,28857729,28753732,28957729
"ENSG00000147162","ENSG00000175414",0.393260836776862,0,"ARL10","OGT","5",175792471,175828866,175692471,175928866
"ENSG00000120071","ENSG00000224076",0.4032868670402,0.00106939995875566,"AC009487.4","KANSL1","2",162279170,162280088,162179170,162380088
"ENSG00000120071","ENSG00000224078",0.428324420772285,0,"SNHG14","KANSL1","15",25223730,25664609,25123730,25764609
"ENSG00000187778","ENSG00000126088",0.588881988717573,0,"UROD","MCRS1","1",45477819,45481247,45377819,45581247
"ENSG00000196363","ENSG00000122254",0.337890443726517,0,"HS3ST2","WDR5","16",22825498,22927659,22725498,23027659
"ENSG00000103510","ENSG00000160948",0.424992793004575,0,"VPS28","KAT8","8",145649000,145653931,145549000,145753931
"ENSG00000147162","ENSG00000259606",0.363582919903438,0,"YLPM1","OGT","14",75310727,75322378,75210727,75422378
"ENSG00000172534","ENSG00000226416",0.325177262299775,9.54200321423571e-07,"MRPL23-AS1","HCFC1","11",2004467,2011150,1904467,2111150
"ENSG00000172534","ENSG00000167703",0.431213485309089,0,"SLC43A2","HCFC1","17",1472561,1532180,1372561,1632180
"ENSG00000147162","ENSG00000163531",0.48641607893984,0,"NFASC","OGT","1",204797779,204991950,204697779,205091950
"ENSG00000172534","ENSG00000142409",0.32847160025483,9.78550573904613e-12,"ZNF787","HCFC1","19",56598732,56632649,56498732,56732649
"ENSG00000196363","ENSG00000088808",0.508305581005348,0,"PPP1R13B","WDR5","14",104200089,104313927,104100089,104413927
"ENSG00000172534","ENSG00000131759",0.368505936585548,0,"RARA","HCFC1","17",38465444,38513094,38365444,38613094
"ENSG00000172534","ENSG00000044090",0.537894265318539,0,"CUL7","HCFC1","6",43005355,43021683,42905355,43121683
"ENSG00000147162","ENSG00000188827",0.354901791532374,0,"SLX4","OGT","16",3631182,3661599,3531182,3761599
"ENSG00000196363","ENSG00000269988",0.36977924358578,0,"RP11-395P17.11","WDR5","9",130870860,130871604,130770860,130971604
"ENSG00000187778","ENSG00000070814",0.541748123651541,0,"TCOF1","MCRS1","5",149737202,149779871,149637202,149879871
"ENSG00000196363","ENSG00000100908",0.530105023909691,0,"EMC9","WDR5","14",24608174,24610797,24508174,24710797
"ENSG00000172534","ENSG00000117425",0.39124554281609,0,"PTCH2","HCFC1","1",45285516,45308735,45185516,45408735
"ENSG00000120071","ENSG00000104299",0.382432902175884,0,"INTS9","KANSL1","8",28625178,28747759,28525178,28847759
"ENSG00000120071","ENSG00000143850",0.428576135935861,0,"PLEKHA6","KANSL1","1",204187979,204346793,204087979,204446793
"ENSG00000187778","ENSG00000235478",0.32546255118813,0,"LINC01664","MCRS1","22",17602476,17612994,17502476,17712994
"ENSG00000120071","ENSG00000070061",0.46671103697538,0,"ELP1","KANSL1","9",111629797,111696396,111529797,111796396
"ENSG00000147162","ENSG00000089091",0.481754128048551,0,"DZANK1","OGT","20",18364011,18447925,18264011,18547925
"ENSG00000196363","ENSG00000038532",0.445969254404082,0,"CLEC16A","WDR5","16",11038345,11276046,10938345,11376046
"ENSG00000196363","ENSG00000088833",0.419355538996633,0,"NSFL1C","WDR5","20",1422807,1454487,1322807,1554487
"ENSG00000120071","ENSG00000143862",0.414093615425723,1.00457297360634e-05,"ARL8A","KANSL1","1",202102532,202113869,202002532,202213869
"ENSG00000196363","ENSG00000217094",0.446133945504603,0,"PPIAP31","WDR5","10",32477251,32477745,32377251,32577745
"ENSG00000196363","ENSG00000269968",0.414972801731799,0,"RP5-940J5.9","WDR5","12",6646960,6647536,6546960,6747536
"ENSG00000172534","ENSG00000105447",0.431213641104173,0,"GRWD1","HCFC1","19",48949030,48960279,48849030,49060279
"ENSG00000120071","ENSG00000116273",0.363859288849527,0,"PHF13","KANSL1","1",6673745,6684093,6573745,6784093
"ENSG00000103510","ENSG00000075856",0.421061317465187,0,"SART3","KAT8","12",108916357,108955176,108816357,109055176
"ENSG00000120071","ENSG00000155846",0.388339886123348,0,"PPARGC1B","KANSL1","5",149109861,149234585,149009861,149334585
"ENSG00000103510","ENSG00000099804",0.40970867960231,0,"CDC34","KAT8","19",531714,542097,431714,642097
"ENSG00000196363","ENSG00000013288",0.478014904176997,0,"MAN2B2","WDR5","4",6576902,6625089,6476902,6725089
"ENSG00000147162","ENSG00000137200",0.414975601920517,0,"CMTR1","OGT","6",37400995,37450603,37300995,37550603
"ENSG00000187778","ENSG00000007520",0.382761854836637,0,"TSR3","MCRS1","16",1399241,1401912,1299241,1501912
"ENSG00000120071","ENSG00000069020",0.356320642826436,0,"MAST4","KANSL1","5",65892176,66465423,65792176,66565423
"ENSG00000172534","ENSG00000117481",0.418305088754591,0,"NSUN4","HCFC1","1",46805849,46830824,46705849,46930824
"ENSG00000172534","ENSG00000068024",0.434000062985151,0,"HDAC4","HCFC1","2",239969864,240323348,239869864,240423348
"ENSG00000147162","ENSG00000151500",0.36194440524342,0,"THYN1","OGT","11",134118173,134123264,134018173,134223264
"ENSG00000147162","ENSG00000151503",0.489232066899412,0,"NCAPD3","OGT","11",134020014,134095348,133920014,134195348
"ENSG00000147162","ENSG00000137216",0.376993799243005,0,"TMEM63B","OGT","6",44094651,44123256,43994651,44223256
"ENSG00000196363","ENSG00000013275",0.53050391932053,0,"PSMC4","WDR5","19",40476912,40487348,40376912,40587348
"ENSG00000187778","ENSG00000259494",0.401087003540224,0,"MRPL46","MCRS1","15",89002707,89010650,88902707,89110650
"ENSG00000120071","ENSG00000142599",0.532188155340842,0,"RERE","KANSL1","1",8412457,8877702,8312457,8977702
"ENSG00000147162","ENSG00000164808",0.406560024682063,0,"SPIDR","OGT","8",48173167,48648868,48073167,48748868
"ENSG00000172534","ENSG00000130402",0.46376273631079,0,"ACTN4","HCFC1","19",39138289,39222223,39038289,39322223
"ENSG00000103510","ENSG00000135931",0.386410367095669,0,"ARMC9","KAT8","2",232063260,232239548,231963260,232339548
"ENSG00000172534","ENSG00000116128",0.441768703803385,0,"BCL9","HCFC1","1",147013182,147098017,146913182,147198017
"ENSG00000196363","ENSG00000037241",0.4452595025156,0,"RPL26L1","WDR5","5",172385732,172396774,172285732,172496774
"ENSG00000187778","ENSG00000176261",0.329066617521168,0,"ZBTB8OS","MCRS1","1",33065773,33116504,32965773,33216504
"ENSG00000120071","ENSG00000141252",0.414833417423933,0,"VPS53","KANSL1","17",411908,624957,311908,724957
"ENSG00000172534","ENSG00000058668",0.42933790285409,0,"ATP2B4","HCFC1","1",203595689,203713209,203495689,203813209
"ENSG00000196363","ENSG00000172586",0.358201419532612,0,"CHCHD1","WDR5","10",75541805,75543410,75441805,75643410
"ENSG00000187778","ENSG00000105953",0.332108197456669,0,"OGDH","MCRS1","7",44646171,44748665,44546171,44848665
"ENSG00000196363","ENSG00000254093",0.346741215786852,0,"PINX1","WDR5","8",10622473,10697394,10522473,10797394
"ENSG00000196363","ENSG00000196559",0.325843286363657,0,"LINC00610","WDR5","11",36290834,36294909,36190834,36394909
"ENSG00000187778","ENSG00000129932",0.460892494192951,0,"DOHH","MCRS1","19",3490819,3500938,3390819,3600938
"ENSG00000196363","ENSG00000100982",0.494680820920504,0,"PCIF1","WDR5","20",44563267,44576662,44463267,44676662
"ENSG00000196363","ENSG00000158286",0.402904484602479,0,"RNF207","WDR5","1",6265535,6281359,6165535,6381359
"ENSG00000196363","ENSG00000184551",0.43160254088672,0,"AC132872.1","WDR5","17",80206943,80209703,80106943,80309703
"ENSG00000196363","ENSG00000266077",0.35933894889109,0,"AC139149.1","WDR5","17",79478052,79478135,79378052,79578135
"ENSG00000187778","ENSG00000130921",0.416507706273812,0,"MTRFR","MCRS1","12",123717463,123742506,123617463,123842506
"ENSG00000103510","ENSG00000170260",0.3829135603145,0,"ZNF212","KAT8","7",148936742,148952700,148836742,149052700
"ENSG00000103510","ENSG00000170265",0.400643579796017,0.00494054966541624,"ZNF282","KAT8","7",148892577,148923339,148792577,149023339
"ENSG00000196363","ENSG00000196544",0.383873473821203,0,"BORCS6","WDR5","17",8091652,8093564,7991652,8193564
"ENSG00000187778","ENSG00000128626",0.59328186413419,0,"MRPS12","MCRS1","19",39421188,39423802,39321188,39523802
"ENSG00000196363","ENSG00000112941",0.56956952962664,0,"TENT4A","WDR5","5",6714718,6757161,6614718,6857161
"ENSG00000120071","ENSG00000060656",0.458993960315226,0,"PTPRU","KANSL1","1",29563028,29653325,29463028,29753325
"ENSG00000103510","ENSG00000184897",0.37979248779848,0,"H1-10","KAT8","3",129033615,129035120,128933615,129135120
"ENSG00000196363","ENSG00000267387",0.551728294282944,0,"CTD-2240E14.4","WDR5","19",10199708,10201053,10099708,10301053
"ENSG00000187778","ENSG00000116649",0.377906547871894,0,"SRM","MCRS1","1",11114641,11120081,11014641,11220081
"ENSG00000120071","ENSG00000104228",0.419671223231153,0,"TRIM35","KANSL1","8",27142404,27168836,27042404,27268836
"ENSG00000172534","ENSG00000189091",0.463044520481509,0,"SF3B3","HCFC1","16",70557691,70608820,70457691,70708820
"ENSG00000196363","ENSG00000027847",0.503418900745665,0,"B4GALT7","WDR5","5",177027101,177037348,176927101,177137348
"ENSG00000187778","ENSG00000115317",0.558975701374949,0,"HTRA2","MCRS1","2",74756504,74760472,74656504,74860472
"ENSG00000196363","ENSG00000171282",0.477374658080182,0,"BAHCC1","WDR5","17",79373540,79433357,79273540,79533357
"ENSG00000196363","ENSG00000100949",0.558220468784374,0,"RABGGTA","WDR5","14",24734744,24740945,24634744,24840945
"ENSG00000120071","ENSG00000143816",0.337991011188479,0.0424585718133548,"WNT9A","KANSL1","1",228106357,228135599,228006357,228235599
"ENSG00000147162","ENSG00000101236",0.349524881665804,0,"RNF24","OGT","20",3907956,3996229,3807956,4096229
"ENSG00000196363","ENSG00000269990",0.381650358059186,0,"CTD-3074O7.12","WDR5","11",66303369,66305407,66203369,66405407
"ENSG00000196363","ENSG00000196588",0.529171125983244,0,"MRTFA","WDR5","22",40806285,41032706,40706285,41132706
"ENSG00000147162","ENSG00000101224",0.398644184745603,0,"CDC25B","OGT","20",3767578,3786762,3667578,3886762
"ENSG00000196363","ENSG00000146576",0.622664102010493,0,"INTS15","WDR5","7",6629648,6648357,6529648,6748357
"ENSG00000187778","ENSG00000103253",0.312050647099768,9.54200321423571e-07,"HAGHL","MCRS1","16",776936,785525,676936,885525
"ENSG00000187778","ENSG00000141522",0.51415523495769,0,"ARHGDIA","MCRS1","17",79825597,79829282,79725597,79929282
"ENSG00000187778","ENSG00000103254",0.34110373152134,0,"ANTKMT","MCRS1","16",770581,772601,670581,872601
"ENSG00000187778","ENSG00000166823",0.375622774942832,0,"MESP1","MCRS1","15",90291892,90294541,90191892,90394541
"ENSG00000103510","ENSG00000158552",0.400979917408372,0,"ZFAND2B","KAT8","2",220059959,220074373,219959959,220174373
"ENSG00000103510","ENSG00000159884",0.335631260883842,0,"CCDC107","KAT8","9",35658301,35661508,35558301,35761508
"ENSG00000196363","ENSG00000169217",0.670675785985342,0,"CD2BP2","WDR5","16",30362087,30366682,30262087,30466682
"ENSG00000196363","ENSG00000184840",0.348292081426202,0,"TMED9","WDR5","5",177019159,177023125,176919159,177123125
"ENSG00000196363","ENSG00000159884",0.352634286422654,0,"CCDC107","WDR5","9",35658301,35661508,35558301,35761508
"ENSG00000196363","ENSG00000158552",0.455416053815408,0,"ZFAND2B","WDR5","2",220059959,220074373,219959959,220174373
"ENSG00000196363","ENSG00000133250",0.44477267078831,0,"ZNF414","WDR5","19",8575462,8579048,8475462,8679048
"ENSG00000187778","ENSG00000115234",0.606541072925383,0,"SNX17","MCRS1","2",27593389,27599995,27493389,27699995
"ENSG00000187778","ENSG00000103245",0.554002427810737,0,"CIAO3","MCRS1","16",779753,791329,679753,891329
"ENSG00000103510","ENSG00000159899",0.373022909280852,0,"NPR2","KAT8","9",35792151,35809729,35692151,35909729
"ENSG00000196363","ENSG00000183506",0.46319241695213,0,"PI4KAP2","WDR5","22",21827289,21871822,21727289,21971822
"ENSG00000147162","ENSG00000259799",0.325981640386172,0,"RP11-554A11.9","OGT","11",68923378,68927220,68823378,69027220
"ENSG00000187778","ENSG00000103249",0.388000435833506,0,"CLCN7","MCRS1","16",1494935,1525581,1394935,1625581
"ENSG00000103510","ENSG00000169217",0.46436021850575,0,"CD2BP2","KAT8","16",30362087,30366682,30262087,30466682
"ENSG00000120071","ENSG00000227678",0.388226861049805,0,"RP11-73O6.3","KANSL1","6",130454555,130465515,130354555,130565515
"ENSG00000103510","ENSG00000242802",0.450348194095626,0,"AP5Z1","KAT8","7",4815253,4833943,4715253,4933943
"ENSG00000187778","ENSG00000115226",0.489608395374866,0,"FNDC4","MCRS1","2",27714750,27718112,27614750,27818112
"ENSG00000196363","ENSG00000134575",0.548228888320905,0,"ACP2","WDR5","11",47260853,47270457,47160853,47370457
"ENSG00000196363","ENSG00000171552",0.584487945792373,0,"BCL2L1","WDR5","20",30252255,30311792,30152255,30411792
"ENSG00000196363","ENSG00000169230",0.406699752825485,0,"PRELID1","WDR5","5",176730775,176733960,176630775,176833960
"ENSG00000187778","ENSG00000153531",0.3999781666854,0,"ADPRHL1","MCRS1","13",114076260,114107839,113976260,114207839
"ENSG00000172534","ENSG00000215692",0.347758144397102,0,"AC114730.8","HCFC1","2",242674130,242674913,242574130,242774913
"ENSG00000103510","ENSG00000204560",0.37386589549755,0,"DHX16","KAT8","6",30620896,30640814,30520896,30740814
"ENSG00000196363","ENSG00000182208",0.536340096309932,0,"MOB2","WDR5","11",1490687,1522477,1390687,1622477
"ENSG00000196363","ENSG00000183530",0.540245735928384,0,"PRR14L","WDR5","22",32072242,32146126,31972242,32246126
"ENSG00000187778","ENSG00000115216",0.54942823821164,0,"NRBP1","MCRS1","2",27650657,27665126,27550657,27765126
"ENSG00000196363","ENSG00000172889",0.356437051233486,0,"EGFL7","WDR5","9",139553308,139567130,139453308,139667130
"ENSG00000196363","ENSG00000169223",0.375117877291282,0,"LMAN2","WDR5","5",176758563,176778853,176658563,176878853
"ENSG00000196363","ENSG00000169221",0.670588582921344,0,"TBC1D10B","WDR5","16",30368423,30381585,30268423,30481585
"ENSG00000172534","ENSG00000226332",0.39359305265488,0,"RP11-157P1.4","HCFC1","20",60880488,60881381,60780488,60981381
"ENSG00000103510","ENSG00000158545",0.403742635120264,0.000214353066937623,"ZC3H18","KAT8","16",88636789,88698374,88536789,88798374
"ENSG00000187778","ENSG00000141556",0.542717456975982,0,"TBCD","MCRS1","17",80709940,80900724,80609940,81000724
"ENSG00000187778","ENSG00000103222",0.465078348928032,0,"ABCC1","MCRS1","16",16043434,16236931,15943434,16336931
"ENSG00000196363","ENSG00000169228",0.611000410249496,0,"RAB24","WDR5","5",176728199,176730745,176628199,176830745
"ENSG00000196363","ENSG00000122574",0.409791057439825,0,"WIPF3","WDR5","7",29846102,29956682,29746102,30056682
"ENSG00000196363","ENSG00000108294",0.430235321372198,0,"PSMB3","WDR5","17",36908989,36920484,36808989,37020484
"ENSG00000120071","ENSG00000241945",0.373357444395871,1.09597664277317e-10,"PWP2","KANSL1","21",45527171,45551063,45427171,45651063
"ENSG00000147162","ENSG00000260750",0.351153541571115,3.71849218083753e-11,"RP11-482M8.1","OGT","16",87526161,87549241,87426161,87649241
"ENSG00000187778","ENSG00000115204",0.506786370944835,0,"MPV17","MCRS1","2",27532360,27548547,27432360,27648547
"ENSG00000187778","ENSG00000115207",0.396958711469875,0,"GTF3C2","MCRS1","2",27548716,27579868,27448716,27679868
"ENSG00000172534","ENSG00000237017",0.439754004355135,0,"PRPF31-AS1","HCFC1","19",54622891,54628722,54522891,54728722
"ENSG00000187778","ENSG00000115274",0.565909019328044,0,"INO80B","MCRS1","2",74682150,74688011,74582150,74788011
"ENSG00000147162","ENSG00000271417",0.3343063387516,0,"RP11-909M7.3","OGT","14",101433989,101452987,101333989,101552987
"ENSG00000187778","ENSG00000128524",0.484182907591739,0,"ATP6V1F","MCRS1","7",128502880,128505898,128402880,128605898
"ENSG00000187778","ENSG00000211517",0.369758685425053,0,"MIR671","MCRS1","7",150935507,150935624,150835507,151035624
"ENSG00000147162","ENSG00000103932",0.384407916018137,0,"RPAP1","OGT","15",41809374,41836467,41709374,41936467
"ENSG00000196363","ENSG00000170265",0.646137461220986,0,"ZNF282","WDR5","7",148892577,148923339,148792577,149023339
"ENSG00000103510","ENSG00000169230",0.366634009781654,0,"PRELID1","KAT8","5",176730775,176733960,176630775,176833960
"ENSG00000196363","ENSG00000170266",0.373870556534615,0,"GLB1","WDR5","3",33038100,33138722,32938100,33238722
"ENSG00000187778","ENSG00000103275",0.519460325772398,0,"UBE2I","MCRS1","16",1355548,1377019,1255548,1477019
"ENSG00000187778","ENSG00000032389",0.591754823541135,0,"EIPR1","MCRS1","2",3192696,3381653,3092696,3481653
